序号,上级评论ID,评论ID,用户ID,用户名,用户等级,性别,评论内容,评论时间,回复数,点赞数,个性签名,IP属地,是否是大会员,头像,ai_prob,human_prob,conclusion
73,294209256193,296723641968,251633640,花花晓妖,6,保密,回复 @潜水的鱼n :我这还说少了 他甚至是江苏省的人大代表 有时候你影响力到一定级别 不是你想不干就不干,2026-03-26 07:09:52,0,76,,河北,否,https://i0.hdslb.com/bfs/face/38fecd00343f50466430da9a4f4315de0eceb998.jpg,0.038903117179870605,0.9610968232154846,人类撰写
74,294208424081,296723586768,620583613,1被控制不住,5,保密,回复 @潜水的鱼n :起码从张雪峰的公司来看，他的名字就是这个公司能够存在的，最大依靠，他没了，这个公司很有可能就会倒闭，这个公司的几百员工就要出去找工作，有本事的可能能找到还不错的工作，但多数人失去工作之后，都会很焦虑,2026-03-26 07:10:44,0,57,,北京,否,https://i0.hdslb.com/bfs/face/member/noface.jpg,0.02094709314405918,0.9790529608726501,人类撰写
75,294208424081,296724169072,391904519,hunt小悠,6,男,回复 @潜水的鱼n :杠精,2026-03-26 07:16:45,0,0,,浙江,是,https://i2.hdslb.com/bfs/face/347031846425b64c0d421e634e3e796c8ee5d440.jpg,0.1776268035173416,0.8223732113838196,人类撰写
76,294208424081,294210450049,182461795,Frost冷原,6,保密,回复 @潜水的鱼n :非常可爱单纯的发言，孩子玩去吧[笑哭],2026-03-26 07:18:51,0,51,此乃终结，亦乃开端。,广东,否,https://i1.hdslb.com/bfs/face/0ea0ec8dd4a7178be5cb398014f6a9a595d51dc9.jpg,0.11235219985246658,0.887647807598114,人类撰写
77,294209256193,294210644417,1388285973,星晨Sunky,5,男,回复 @潜水的鱼n :烫知识：人类灭绝了世界还是会像往常一样,2026-03-26 07:20:16,0,24,日记：今天超棒！,湖北,否,https://i0.hdslb.com/bfs/face/0163162d08b53e94de4d811a0726cb707925d007.jpg,0.030219824984669685,0.9697801470756531,人类撰写
78,294207088913,294210701409,1348365171,管理当时使用,5,女,管理当时使用，其它不变,2026-03-26 07:22:42,0,1,早点缝补残世,广西,否,https://i0.hdslb.com/bfs/face/33a67128b771230acc2fad065eaa6f3df8d73c3f.jpg,0.028829557821154594,0.9711704254150391,人类撰写
79,296722535328,296724608080,34140908,controlllll,6,保密,回复 @花花晓妖 :员工不会另找工作了？,2026-03-26 07:23:44,0,0,,山西,否,https://i2.hdslb.com/bfs/face/a94637f4422efc8c546301e4a444b155a3aafb69.jpg,0.04723065346479416,0.9527693390846252,人类撰写
80,294208424081,296724902544,7244547,您喷B站的昵称已移除,6,男,回复 @潜水的鱼n :年轻了，中美贸易战我们本来大头几乎只做老美的贸易，那几年是真的难，企业规模不大制造业几百个人，大股东70多了还中东欧洲到处参展拓展市场，企业要是倒了下面这几百号人的就得失业。有时候在这个位置上，被别人推着走。,2026-03-26 07:26:31,0,13,您喷B站的个签已被管理员移除,浙江,否,https://i0.hdslb.com/bfs/face/d480b3d956932e8cf70bd34811a23b29ecdad001.jpg,0.013022752478718758,0.9869772791862488,人类撰写
81,296724608080,294211155185,397217461,神雷-曙光,6,男,"回复 @controlllll :会啊，但是难啊，现在的就业大环境不好，工作难找，好工作更难。
单纯找个工作不论艰苦程度和工资的话，容易。但是不考虑这些又不太可能，女性很难做工地这种苦活，男性也需要有足够的收入。
而且还得考虑不同工作的不同社会地位",2026-03-26 07:28:17,0,5,好好学习天天向上,四川,否,https://i1.hdslb.com/bfs/face/85b399d5137c35752b6fb6ee45996b89669c3258.jpg,0.014681365340948105,0.985318660736084,人类撰写
82,294207088913,294211240161,436500468,小龙舟减脂版,6,保密,就像龙珠这种大ip，什么时候完结就不是作者说了算了。,2026-03-26 07:30:44,0,7,练负重引体，希望2025年底，能解锁负重60kg,广东,否,https://i0.hdslb.com/bfs/face/59759beeac7e76ff2b900bc94232552c69c22b70.jpg,0.019628459587693214,0.9803715348243713,人类撰写
83,294211240161,296725321744,251633640,花花晓妖,6,保密,回复 @小龙舟减脂版 :对 这个比喻就更接地气点,2026-03-26 07:31:33,0,6,,河北,否,https://i0.hdslb.com/bfs/face/38fecd00343f50466430da9a4f4315de0eceb998.jpg,0.2677801847457886,0.7322198152542114,人类撰写
84,294211240161,296725554032,3632319499864202,耳兽耳兽,3,保密,回复 @小龙舟减脂版 :你应该说柯南，龙珠 z 早完结了,2026-03-26 07:35:32,0,3,,广东,否,https://i2.hdslb.com/bfs/face/833323b102e78330cda9d6b548076c253559cff7.jpg,0.1288512498140335,0.8711487054824829,人类撰写
85,296725554032,294211653345,436500468,小龙舟减脂版,6,保密,回复 @耳兽耳兽 :这不是柯南最近比较敏感嘛[doge],2026-03-26 07:36:14,0,0,练负重引体，希望2025年底，能解锁负重60kg,广东,否,https://i0.hdslb.com/bfs/face/59759beeac7e76ff2b900bc94232552c69c22b70.jpg,0.026724446564912796,0.9732754826545715,人类撰写
86,294209256193,296725947104,3546591111678541,岩竹子,3,男,回复 @潜水的鱼n :作四休三啊！你能办到吗？他死了那些员工业绩会像以前一样好？,2026-03-26 07:40:43,0,0,世事如石,吉林,否,https://i1.hdslb.com/bfs/face/3f53669bf7e06fbcaaebb0a86911919d9a16e6d3.jpg,0.28550010919570923,0.7144999504089355,人类撰写
87,294208424081,296725979584,27318114,hyde52,6,保密,回复 @潜水的鱼n :典型的学生思维，你信就是你对,2026-03-26 07:42:01,0,0,,四川,否,https://i0.hdslb.com/bfs/face/457022ca267b93935c8ff5bdef5be264d72b0297.jpg,0.23231090605258942,0.7676891088485718,人类撰写
88,294210644417,294212179793,413386975,潜水的鱼n,5,保密,回复 @星晨Sunky :这个不一样，我说的世界是人类世界，你说的是宇宙，两个核心不同。你修改一下,2026-03-26 07:43:39,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.031623102724552155,0.968376874923706,人类撰写
89,296725947104,294212229345,413386975,潜水的鱼n,5,保密,回复 @岩竹子 :办不到，不会像以前那样好。,2026-03-26 07:45:45,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.02284022606909275,0.9771597981452942,人类撰写
90,296725979584,294212404849,413386975,潜水的鱼n,5,保密,回复 @hyde52 :求大佬指点，我见的世面少，很多不懂。,2026-03-26 07:46:28,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.022892961278557777,0.9771071076393127,人类撰写
91,296724902544,294212313233,413386975,潜水的鱼n,5,保密,回复 @您喷B站的昵称已移除 :这个确实，如果是我的话，我会放下，或者培养接班人，不会坚持。,2026-03-26 07:47:23,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.017861776053905487,0.9821382761001587,人类撰写
92,294207088913,294212315793,1469882252,夕语爸爸,5,男,马老板那句“都难”道尽辛酸！以前看他说怀念教书时期的日子，认为他凡尔赛，现在去看，可能他真心是怀念那种日子！到了张雪峰这样的，已经不是他想停下就停下了的！你我皆牛马，张雪峰只是大一点的牛马而已，但是一群人拿着鞭子抽他，抽的比我们狠多啦！,2026-03-26 07:47:30,0,3,,浙江,否,https://i2.hdslb.com/bfs/face/b0b7cc94bbab549194379312ce080eec90be5a5e.jpg,0.016538115218281746,0.983461856842041,人类撰写
93,294210450049,294212378113,413386975,潜水的鱼n,5,保密,回复 @Frost冷原 :等一下，大佬这么说应该是懂的非常多，求指点，我没见过世面，很多东西不懂。,2026-03-26 07:48:11,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.012998460792005062,0.9870015382766724,人类撰写
94,296723586768,294212505073,413386975,潜水的鱼n,5,保密,回复 @1被控制不住 :是的，我也是这么想的。,2026-03-26 07:48:45,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.028084771707654,0.9719152450561523,人类撰写
95,294212315793,294212515201,271843058,女萝草菟丝,4,保密,回复 @夕语爸爸 :这个你想象多了，他就是吹牛把自己都骗了，马老板是很享受当老板的,2026-03-26 07:49:12,0,0,,江苏,否,https://i2.hdslb.com/bfs/face/6125d6c6b260ddfec3e18423389e200fdf504f04.jpg,0.013396656140685081,0.9866033792495728,人类撰写
96,296723516848,294212644513,413386975,潜水的鱼n,5,保密,回复 @埃克森莱特 :你是开公司的吗？能不能讲一下你是怎么想的吗？,2026-03-26 07:49:55,0,0,,江西,否,https://i1.hdslb.com/bfs/face/e013362cffc80f13cccefcbc2b0ca1b1ae1af9e8.jpg,0.026567598804831505,0.9734323620796204,人类撰写
97,296724608080,296726636928,220481808,无绪风雨,6,男,回复 @controlllll :他的员工换了工作可能工资从四五万直接失业，或者一两万，腰斩的感觉你懂不懂？再加上各种贷款，你自己换位思考一下,2026-03-26 07:52:06,0,0,,湖北,否,https://i0.hdslb.com/bfs/face/9317e0cf99680d93f2baf605d2ff51760d3b6ba4.jpg,0.01845739223062992,0.9815426468849182,人类撰写
98,294208424081,296728574448,273262416,好想吃甜粽,6,男,回复 @潜水的鱼n :企业不是净资产朋友,2026-03-26 08:15:01,0,0,头像出自拿甜甜圈的小忍，大家关注小忍喵,河北,否,https://i0.hdslb.com/bfs/face/ea97d14f7556294e9f4804cf13bfe53c89807ee0.jpg,0.05041646957397461,0.9495835900306702,人类撰写
99,296722535328,294215483409,35391972,Kk少侠,6,保密,回复 @花花晓妖 :他的意思是公司就地解散无所谓，员工拿完赔偿另谋他处就行了,2026-03-26 08:32:28,0,0,永久性混吃等死,广东,是,https://i0.hdslb.com/bfs/face/020f153c5312a9e02fbb23cf7fd2bc3039c470f0.jpg,0.02564098872244358,0.9743589758872986,人类撰写
100,294215483409,296730430416,251633640,花花晓妖,6,保密,回复 @Kk少侠 :知道他什么意思 但感觉他是个不是人家烟火的富哥根据现在的情况来说 合适的工作不是想找就能找到 其次一人吃饱的好说 那些背着贷款养一家老小的怎么办 那点补偿能撑多久,2026-03-26 08:39:07,0,1,,河北,否,https://i0.hdslb.com/bfs/face/38fecd00343f50466430da9a4f4315de0eceb998.jpg,0.016944242641329765,0.9830557107925415,人类撰写
101,294212313233,294215993297,402917367,汪汪向我看,5,保密,回复 @潜水的鱼n :啥培养接班人，这东西可替代性太强了，你培养一个同样人物出来，人家随时可以拍拍屁股走人，那点法定允许的违约金都有人帮交你信不信，出来成立个对家来干，把你辛辛苦苦做起来的事业，重创甚至搞垮，这东西就是这样，你敢放下就有的是人盯着空子钻，张没错在坚持，而是错在无限度给身体施压，没有谁事业做起来是轻轻松松的,2026-03-26 08:40:17,0,1,飞舞的木叶,江西,是,https://i0.hdslb.com/bfs/face/1209ffe3e78c5ee3a8c9b35b461e0cad28bfc293.jpg,0.019826993346214294,0.9801730513572693,人类撰写
102,294212644513,296730781744,24107623,埃克森莱特,6,保密,回复 @潜水的鱼n :大家的目的不一样，很多创业公司的老板说实话就是在追梦。员工的目的就是维生赚钱糊口，但他们在做的事其实就是帮你在追梦。不否认很多人离开自己会有更好的前程，所以更应该为了这些愿意放弃其他机会跟着你的人努力。,2026-03-26 08:43:31,0,0,,甘肃,否,http://i1.hdslb.com/bfs/face/106bc0cd6b7c6ff84998f5897ca157af5830d2cd.jpg,0.17051558196544647,0.8294844031333923,人类撰写
103,294212644513,296731008240,24107623,埃克森莱特,6,保密,回复 @潜水的鱼n :如果一个人需要依靠你才能活下去，那你应该努力成为他更好的依靠。如果一个人不用依靠你也能过得很好缺依然选择和你从事，那就应该为了让他留下而努力。,2026-03-26 08:46:08,0,1,,甘肃,否,http://i1.hdslb.com/bfs/face/106bc0cd6b7c6ff84998f5897ca157af5830d2cd.jpg,0.08755530416965485,0.9124447107315063,人类撰写
104,294207088913,296731386480,10090639,人民大理塘,6,男,柯南道尔把福尔摩斯写死了之后不也被读者逼着继续写归来篇，人生在世身不由己,2026-03-26 08:48:57,0,0,理想和信念是最昂贵的奢侈品,江苏,是,https://i1.hdslb.com/bfs/face/13effe5bfc2e55f4758db9bd10573ffdcdc51740.jpg,0.014920072630047798,0.9850799441337585,人类撰写
105,296723516848,294216744721,28944690,大乐乐aini,6,女,回复 @埃克森莱特 :[吃瓜]按目前就业情况，公司只会不招人。还考虑底下员工？不就是裁员扣工资降提成。老板只会跟你讲，干不了就别干，有的人干。,2026-03-26 08:49:23,0,0,gg,广东,否,https://i0.hdslb.com/bfs/face/201d4fa0fb898939d4c4ec11f510b12e05a918d2.jpg,0.016516292467713356,0.9834837317466736,人类撰写
106,294212313233,296732013408,627582728,矮个子的烦恼__,5,男,回复 @潜水的鱼n :培养接班人那是几十年的付出，谁能想到自己四十多就死[藏狐],2026-03-26 08:55:53,0,0,,河北,是,https://i2.hdslb.com/bfs/face/05c0739af37cce4ffa76fc96e3ee0741e9ba8a73.jpg,0.055862899869680405,0.9441370964050293,人类撰写
107,294208424081,294217647329,219502271,迷惑猫AUA,6,男,回复 @潜水的鱼n :你是不知道就业是多大的问题啊,2026-03-26 09:01:08,0,1,等啊等啊等，追啊追啊追,贵州,否,https://i2.hdslb.com/bfs/face/ebfd2acd2bd5b44171cfa08317a6ac004c926fc0.jpg,0.031753089278936386,0.9682469367980957,人类撰写
108,294208424081,296732446912,29928202,银角大王洗血狮驼岭,6,保密,回复 @潜水的鱼n :我的天，铁子没出过自家小县城吗？,2026-03-26 09:01:24,0,1,银角大王血洗狮驼岭,浙江,是,https://i1.hdslb.com/bfs/face/2a8f6e969c696a33d4294a5b3dccc8c0e63459f2.jpg,0.0454043447971344,0.954595685005188,人类撰写
109,294208424081,296732564512,34967607,韧性骑游西,6,男,回复 @潜水的鱼n :我一直相信工业革命以来员工就是给老板挣钱的，不可能是负担。比如一个员工每天挣1元，峰学蔚来300个员工就能挣300元,2026-03-26 09:01:57,0,0,坚毅是最短缺的解药，在前进中，用汗水解救自己。,广东,否,https://i0.hdslb.com/bfs/face/ae54c3fdfd7a2407c5b73d241f45f2ad8f63831a.jpg,0.014104478992521763,0.9858954548835754,人类撰写
110,294212313233,296732666016,7244547,您喷B站的昵称已移除,6,男,回复 @潜水的鱼n :话是这么讲咯，关键是培养一个能完全接手自己工作的接班人也不容易,2026-03-26 09:03:12,0,0,您喷B站的个签已被管理员移除,浙江,否,https://i0.hdslb.com/bfs/face/d480b3d956932e8cf70bd34811a23b29ecdad001.jpg,0.06179653853178024,0.9382033944129944,人类撰写
111,294209256193,296732910448,29928202,银角大王洗血狮驼岭,6,保密,回复 @潜水的鱼n :[疑惑],2026-03-26 09:05:53,0,0,银角大王血洗狮驼岭,浙江,是,https://i1.hdslb.com/bfs/face/2a8f6e969c696a33d4294a5b3dccc8c0e63459f2.jpg,0.6161103248596191,0.38388967514038086,AI生成
112,294209256193,296732926880,29928202,银角大王洗血狮驼岭,6,保密,回复 @潜水的鱼n :哥们儿，我盲猜一下你的工作是不是县城体制的,2026-03-26 09:06:24,0,0,银角大王血洗狮驼岭,浙江,是,https://i1.hdslb.com/bfs/face/2a8f6e969c696a33d4294a5b3dccc8c0e63459f2.jpg,0.05967342481017113,0.9403265714645386,人类撰写
113,294209256193,296733723008,1112172726,fewDrops,6,男,回复 @潜水的鱼n :那你看他名下公司还能不能活就完了呗,2026-03-26 09:14:27,0,0,,甘肃,否,https://i0.hdslb.com/bfs/face/355f131c156dd9993770b4fe8dc10899cdbae8d6.jpg,0.03479830175638199,0.9652016162872314,人类撰写
114,294208424081,296733913136,58251600,凶许丨占领地球,6,保密,回复 @潜水的鱼n :很可爱单纯的发言，挺好,2026-03-26 09:17:18,0,0,快乐分享错了人，就成了炫耀；悲伤分享错了人，就成了笑话；平淡分享错了人，就成了矫情。,江苏,否,https://i0.hdslb.com/bfs/face/bf34fe78eb23c22d1842857dd58bc17337523f38.jpg,0.03923765942454338,0.9607623219490051,人类撰写
115,294209256193,294219328305,426966992,_锦官城_,6,保密,回复 @潜水的鱼n :如果现在你的学校解散了，你短时间找到同样水平的学校的概率是多少，会不会影响你参加中高考或者保研考研。如果有人想重新在旧址上经营新学校，你能不能赶上新一轮招生，新一轮招生你认为学校倾向招新生还是把之前学校的老学生都招回来,2026-03-26 09:22:07,0,0,,北京,是,https://i2.hdslb.com/bfs/face/6499fb27d9f91ec3431ee044f3d2c032a16e2885.jpg,0.039775896817445755,0.9602240920066833,人类撰写
116,294207088913,294219334209,392330763,弟中子弟,6,男,又来纯扯淡了。他自己不改变路子。比如说他完全可以分担压力，捧几个新的公司的网红。非要把公司的所有商业价值全弄到自己身上。钱是赚到了。把自己玩没了。本质上还是私有制在作祟。人的欲望就像那高山上的滚石。一旦开始向下冲刺，那就停不下来了。,2026-03-26 09:22:20,0,0,海纳百川有容乃大；壁立千仞无欲则刚。,江苏,否,https://i0.hdslb.com/bfs/face/2564187b251a4f80933f0dd6850e615b29f527d9.jpg,0.7579039335250854,0.24209602177143097,AI生成
